Name,Year,Genre,Director,Writers,Rating,Liked,Acting,Story,Music
War Dogs,2016,"Comedy, Crime, Drama",Todd Phillips,"Stephen Chin, Todd Phillips, Jason Smilovic",4,Yes,4,4.5,4
Monster Trucks,2016,"Action, Comedy, Science Fiction",,"Jonathan Aibel, Glenn Berger, Derek Connolly, Matthew Robinson",3,Yes,3,3.5,3
Goosebumps,2015,"Adventure, Horror, Comedy",Rob Letterman,"Scott Alexander, Larry Karaszewski, Darren Lemke",4.5,Yes,4.5,4.5,4
Goosebumps 2: Haunted Halloween,2018,"Comedy, Fantasy, Horror, Family",,"Rob Lieber, Darren Lemke",3,No,3,3.5,3
The Kid Who Would Be King,2019,"Action, Adventure, Fantasy, Family",Joe Cornish,Joe Cornish,2,No,2,2.5,2
Ouija,2014,Horror,,"Juliet Snowden, Stiles White",3,No,3,3.5,3
In the Tall Grass,2019,Horror,Vincenzo Natali,Vincenzo Natali,4,Yes,4,4.5,4
Kaali Khuhi,2020,"Horror, Drama, Thriller",,"Rupinder Inderjit, Terrie Samundra, David Walter Lech",4.5,Yes,4.5,4.5,4
Bhoot: Part One - The Haunted Ship,2020,"Horror, Thriller",Bhanu Pratap Singh,Bhanu Pratap Singh,0.5,No,0.5,0.5,0
Ghost Stories,2020,Horror,,Unknown,0.5,No,0.5,0.5,0
Tumbbad,2018,"Fantasy, Horror",Rahi Anil Barve,"Rahi Anil Barve, Mitesh Shah, Adesh Prasad, Anand Gandhi",5,Yes,5,5,5
Chhorii,2021,"Horror, Thriller",,"Vishal Furia, Vishal Kapoor",3.5,Yes,3.5,3.5,3
English Vinglish,2012,"Comedy, Drama, Family",Gauri Shinde,Gauri Shinde,4,Yes,4,4.5,4
Ra.One,2011,"Adventure, Action, Science Fiction",,"Anubhav Sinha, Kanika Dhillon, Mustaq Sheikh, David Benullo",4,Yes,4,4.5,4
Krrish 3,2013,"Action, Science Fiction",Rakesh Roshan,"Akarsh Khurana, Rakesh Roshan, Irfan Kamal, Robin Bhatt, Honey Irani",3.5,Yes,3.5,3.5,3
Amar Akbar Anthony,1977,"Action, Comedy, Drama, Music, Crime",,"J.M. Desai, Prayag Raj, Pushpa Sharma",4.5,Yes,4.5,4.5,4
Delhi-6,2009,Drama,Rakeysh Omprakash Mehra,"Rakeysh Omprakash Mehra, Kamlesh Pandey, Prasoon Joshi",4,Yes,4,4.5,4
Jhund,2022,Drama,,Nagraj Popatrao Manjule,2,No,2,2.5,2
Te3n,2016,"Mystery, Thriller, Crime",Ribhu Dasgupta,"Bijesh Jayarajan, Suresh Nair, Ribhu Dasgupta",3.5,Yes,3.5,3.5,3
Bbuddah Hoga Terra Baap,2011,"Action, Thriller",,Puri Jagannadh,2.5,No,2.5,2.5,2
Tom & Jerry,2021,"Animation, Comedy, Family, Fantasy, Adventure",Zhang Gang,"Zhang Gang, William Hanna, Joseph Barbera, Bob Boyle",3.5,Yes,3.5,3.5,3
Minions,2015,"Family, Animation, Adventure, Comedy",,"Ken Daurio, Brian Lynch, Cinco Paul",4.5,Yes,4.5,4.5,4
Minions: The Rise of Gru,2022,"Family, Comedy, Adventure, Animation, Science Fiction, Fantasy, Action",Kyle Balda,"Brian Lynch, Matthew Fogel, Cinco Paul",4.5,Yes,4.5,4.5,4
Despicable Me,2010,"Family, Comedy, Animation, Science Fiction, Crime",,"Ken Daurio, Sergio Pablos, Cinco Paul",4.5,Yes,4.5,4.5,4
Despicable Me 2,2013,"Animation, Comedy, Family",Chris Renaud,"Cinco Paul, Ken Daurio, Mike Reiss",5,Yes,5,5,5
Despicable Me 3,2017,"Action, Animation, Comedy, Family, Adventure",,"Ken Daurio, Cinco Paul",2.5,No,2.5,2.5,2
The Mitchells vs. the Machines,2021,"Animation, Adventure, Comedy",Mike Rianda,"Jeff Rowe, Mike Rianda",4,Yes,4,4.5,4
Ice Age,2002,"Animation, Comedy, Family, Adventure",,"Michael Berg, Michael J. Wilson, Peter Ackerman, David Silverman, Yvette Kaplan",4,Yes,4,4.5,4
The Boss Baby,2017,"Animation, Family, Adventure",Matt Engstrom,"J.D. Ryznar, Tanner Tananbaum",4.5,Yes,4.5,4.5,4
Meet the Robinsons,2007,"Animation, Comedy, Family, Science Fiction, Adventure",,"Jon Bernstein, Michelle Bochner Spitz, Don Hall, Nathan Greno, Aurian Redson, Joseph Mateo, Stephen J. Anderson",5,Yes,5,5,5
Cloudy with a Chance of Meatballs,2009,"Animation, Comedy, Family",Christopher Miller,"Phil Lord, Christopher Miller, Rob Greenberg",4.5,Yes,4.5,4.5,4
Scoob!,2020,"Animation, Comedy, Family, Mystery",,"Chiranjiv Makwana, Matt Lieberman, Adam Sztykiel, Jack C. Donaldson, Derek Elliott, Eyal Podell, Jonathon E. Stewart, Joe Ruby, Ken Spears",3.5,Yes,3.5,3.5,3
The Smurfs,2011,"Animation, Family, Adventure, Comedy, Fantasy",Raja Gosnell,"J. David Stem, David N. Weiss, Jay Scherick, David Ronn, Peyo",5,Yes,5,5,5
The Smurfs 2,2013,"Fantasy, Family, Comedy, Animation",,"J. David Stem, David N. Weiss, Jay Scherick, David Ronn, Peyo, Karey Kirkpatrick",3.5,Yes,3.5,3.5,3
Ice Age: The Meltdown,2006,"Animation, Family, Comedy, Adventure",Carlos Saldanha,"Gerry Swallow, Peter Gaulke, Jim Hecht, Michael J. Wilson, Michael Berg, Peter Ackerman",4,Yes,4,4.5,4
Peter Rabbit,2018,"Animation, Adventure, Family",,"Will Gluck, Rob Lieber",3.5,Yes,3.5,3.5,3
The Croods,2013,"Animation, Adventure, Family, Comedy",Chris Sanders,"Chris Sanders, John Cleese, Kirk DeMicco",4.5,Yes,4.5,4.5,4
The Angry Birds Movie,2016,"Animation, Adventure, Comedy, Family",,"Jon Vitti, John Cohen, Mikael Hed, Mikko Pˆll‰",2.5,No,2.5,2.5,2
Smurfs: The Lost Village,2017,"Family, Comedy, Adventure, Animation",Kelly Asbury,"Peyo, Pamela Ribon, Stacey Harman",2.5,No,2.5,2.5,2
Rio,2011,"Animation, Adventure, Comedy, Family",,"Sam Harper, Earl Richey Jones, Don Rhymer, Carlos Saldanha, Todd Jones, Joshua Sternin, Jennifer Ventimilia, Mike Reiss",3,No,3,3.5,3
Avatar,2009,"Science Fiction, Action, Adventure",James Cameron,James Cameron,2.5,No,2.5,2.5,2
John Wick,2014,"Action, Thriller",,Derek Kolstad,3.5,Yes,3.5,3.5,3
Pirates of the Caribbean: Dead Man's Chest,2006,"Adventure, Fantasy, Action",Gore Verbinski,"Ted Elliott, Terry Rossio, Jay Wolpert, Stuart Beattie",4,Yes,4,4.5,4
Edge of Tomorrow,2014,"Action, Science Fiction",,"Christopher McQuarrie, Jez Butterworth, John-Henry Butterworth",3.5,No,3.5,3.5,3
Godzilla vs. Kong,2021,"Action, Science Fiction, Adventure",Adam Wingard,"Zach Shields, Eric Pearson, Max Borenstein, Terry Rossio, Michael Dougherty",3.5,No,3.5,3.5,3
Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Science Fiction, Thriller",,"Derek Connolly, Colin Trevorrow, Michael Crichton",1.5,No,1.5,1.5,1
Jurassic World Dominion,2022,"Adventure, Action, Science Fiction",Colin Trevorrow,"Emily Carmichael, Colin Trevorrow, Derek Connolly, Michael Crichton",2,No,2,2.5,2
Pok√©mon Detective Pikachu,2019,"Action, Adventure, Fantasy",,"Dan Hernandez, Benji Samit, Nicole Perlman, Derek Connolly, Rob Letterman",3,Yes,3,3.5,3
The Mummy,1999,"Adventure, Action, Fantasy",Stephen Sommers,Stephen Sommers,4.5,Yes,4.5,4.5,4
Spectre,2015,"Action, Adventure, Thriller",,"John Logan, Ian Fleming, Neal Purvis, Robert Wade, Jez Butterworth",3,Yes,3,3.5,3
Looper,2012,"Action, Thriller, Science Fiction",Rian Johnson,Rian Johnson,3,No,3,3.5,3
Sherlock Holmes,2009,"Adventure, Crime, Mystery",,"Arthur Conan Doyle, Anthony Peckham, Michael Robert Johnson, Simon Kinberg",4,Yes,4,4.5,4
Kong: Skull Island,2017,"Action, Adventure, Fantasy",Jordan Vogt-Roberts,"Max Borenstein, Dan Gilroy, John Gatins, Derek Connolly, Edgar Wallace, Merian C. Cooper",2.5,No,2.5,2.5,2
Godzilla,2014,"Action, Drama, Science Fiction",,"David Callaham, Max Borenstein",3.5,Yes,3.5,3.5,3
Now You See Me 2,2016,"Crime, Thriller",Jon M. Chu,"Ed Solomon, Peter Chiarelli, Boaz Yakin, Edward Ricourt",3.5,Yes,3.5,3.5,3
King Kong,2005,"Adventure, Drama, Action",,"Peter Jackson, Fran Walsh, Philippa Boyens",4.5,Yes,4.5,4.5,4
Rush,2013,"Drama, Action",Ron Howard,Peter Morgan,4,Yes,4,4.5,4
Sherlock Holmes: A Game of Shadows,2011,"Adventure, Mystery, Action",,"Kieran Mulroney, Michele Mulroney, Arthur Conan Doyle",4.5,Yes,4.5,4.5,4
Jurassic Park III,2001,"Adventure, Action, Thriller, Science Fiction",Joe Johnston,"Jim Taylor, Peter Buchman, Alexander Payne, Michael Crichton",4,Yes,4,4.5,4
The Woman King,2022,"Action, Drama, History, War",,"Maria Bello, Dana Stevens",2.5,No,2.5,2.5,2
Maze Runner: The Scorch Trials,2015,"Science Fiction, Action, Thriller, Adventure",Wes Ball,T.S. Nowlin,3,Yes,3,3.5,3
Spy Kids,2001,"Family, Action, Comedy, Adventure, Science Fiction",,Robert Rodriguez,4,Yes,4,4.5,4
Spy Kids 3-D: Game Over,2003,"Family, Action, Comedy, Adventure, Science Fiction",Robert Rodriguez,Robert Rodriguez,3.5,Yes,3.5,3.5,3
Spy Kids 2: The Island of Lost Dreams,2002,"Family, Action, Adventure, Comedy, Science Fiction",,Robert Rodriguez,4,Yes,4,4.5,4
Spy Kids: All the Time in the World,2011,"Family, Comedy, Action, Adventure",Robert Rodriguez,Robert Rodriguez,3.5,Yes,3.5,3.5,3
Transformers: Revenge of the Fallen,2009,"Science Fiction, Action, Adventure",,"Ehren Kruger, Roberto Orci, Alex Kurtzman",4,Yes,4,4.5,4
Tag,2018,"Comedy, Action",Jeff Tomsic,"Mark Steilen, Rob McKittrick",4.5,Yes,4.5,4.5,4
Wanted,2008,"Action, Thriller, Crime",,"Derek Haas, Michael Brandt, Chris Morgan",4,Yes,4,4.5,4
Ghost Rider,2007,"Thriller, Action, Fantasy",Mark Steven Johnson,Mark Steven Johnson,3.5,Yes,3.5,3.5,3
Central Intelligence,2016,"Action, Comedy",,"Ike Barinholtz, David Stassen, Rawson Marshall Thurber",3,Yes,3,3.5,3
Hulk,2003,"Science Fiction, Adventure, Action",Ang Lee,"Stan Lee, Jack Kirby, James Schamus, John Turman, Michael France",4,Yes,4,4.5,4
Ben-Hur,1959,"History, Drama, Adventure",,Karl Tunberg,5,Yes,5,5,5
Khichdi 2: Mission Paanthukistan,2023,"Comedy, Family",Aatish Kapadia,Aatish Kapadia,3.5,Yes,3.5,3.5,3
Pushpaka Vimana,1987,"Comedy, Family, Drama",,S. Ravindranath,4,Yes,4,4.5,4
Weekend at Bernie's,1989,"Comedy, Crime",Ted Kotcheff,Robert Klane,4,Yes,4,4.5,4
Anacondas: The Hunt for the Blood Orchid,2004,"Adventure, Horror, Thriller",,"Michael Miner, Daniel Zelman, Edward Neumeier, John Claflin, Jim Cash, Hans Bauer, Jack Epps Jr.",4,Yes,4,4.5,4
Anaconda 3: Offspring,2008,"Horror, Adventure, Thriller, TV Movie",Don E. FauntLeRoy,"Nicholas Davidoff, David C. Olson",3.5,Yes,3.5,3.5,3
Anacondas: Trail of Blood,2009,"Adventure, Horror, Thriller, TV Movie",,David C. Olson,3.5,Yes,3.5,3.5,3
Shrek the Third,2007,"Fantasy, Adventure, Animation, Comedy, Family",Chris Miller,"Peter S. Seaman, Jeffrey Price, Andrew Adamson, Ted Elliott, Terry Rossio, Roger S.H. Schulman, Aron Warner, Joe Stillman, Chris Miller",4,Yes,4,4.5,4
Shrek Forever After,2010,"Comedy, Adventure, Fantasy, Animation, Family",,"Josh Klausner, Darren Lemke, Ted Elliott, Andrew Adamson, Terry Rossio, Roger S.H. Schulman, Joe Stillman",3.5,Yes,3.5,3.5,3
Ralph Breaks the Internet,2018,"Animation, Family, Adventure, Science Fiction, Comedy",Rich Moore,"Pamela Ribon, Phil Johnston, Rich Moore, Jim Reardon, Josie Trinidad",3,No,3,3.5,3
Madagascar,2005,"Animation, Adventure, Comedy, Family",,"Billy Frolick, Mark Burton, Tom McGrath, Eric Darnell",4,Yes,4,4.5,4
Madagascar: Escape 2 Africa,2008,"Adventure, Animation, Comedy, Family",Tom McGrath,"Etan Cohen, Tom McGrath, Eric Darnell",4,Yes,4,4.5,4
Madagascar 3: Europe's Most Wanted,2012,"Animation, Family, Comedy, Adventure",,"Eric Darnell, Noah Baumbach",4.5,Yes,4.5,4.5,4
The Secret Life of Pets,2016,"Family, Comedy, Adventure, Animation",Chris Renaud,Brian Lynch,3.5,Yes,3.5,3.5,3
Finding Nemo,2003,"Animation, Family, Adventure",,"Andrew Stanton, Bob Peterson, David Reynolds",3,No,3,3.5,3
Cloudy with a Chance of Meatballs 2,2013,"Animation, Family, Comedy",Kris Pearn,"Judi Barrett, Ron Barrett, John Francis Daley, Jonathan Goldstein, Christopher Miller, Phil Lord, Erica Rivinoja",4.5,Yes,4.5,4.5,4
Chicken Little,2005,"Animation, Family, Comedy",,"Mark Dindal, Steve Bencich, Mark Kennedy, Ron Anderson, Ron J. Friedman",4,Yes,4,4.5,4
Ice Age: Dawn of the Dinosaurs,2009,"Animation, Comedy, Family, Adventure",Carlos Saldanha,"Peter Ackerman, Michael Berg, Jason Carter Eaton, Yoni Brenner, Mike Reiss, Michael J. Wilson",4,Yes,4,4.5,4
Treasure Planet,2002,"Science Fiction, Adventure, Animation, Family, Fantasy",,"Ron Clements, Rob Edwards, John Musker, Terry Rossio, Ted Elliott",4.5,Yes,4.5,4.5,4
Mr. Peabody & Sherman,2014,"Animation, Science Fiction, Comedy, Adventure, Family",Rob Minkoff,"Craig Wright, Ted Key",5,Yes,5,5,5
Bolt,2008,"Animation, Family, Adventure, Comedy",,"Dan Fogelman, Chris Williams",3,Yes,3,3.5,3
Ferdinand,2017,"Animation, Family, Adventure, Comedy",Carlos Saldanha,"David Kidd, Ron Burch, Don Rhymer, Robert L. Baird, Tim Federle, Brad Copeland",3.5,No,3.5,3.5,3
Shang-Chi and the Legend of the Ten Rings,2021,"Action, Adventure, Fantasy",,"Destin Daniel Cretton, David Callaham, Andrew Lanham, Steve Englehart, Jim Starlin",3.5,No,3.5,3.5,3
Spies in Disguise,2019,"Animation, Action, Adventure, Comedy, Family",Nick Bruno,"Brad Copeland, Lloyd Taylor",2.5,No,2.5,2.5,2
Atlantis: The Lost Empire,2001,"Animation, Family, Adventure, Science Fiction",,"Tab Murphy, Kirk Wise, Gary Trousdale, Joss Whedon, Bryce Zabel, Jackie Zabel",4,Yes,4,4.5,4
Army of the Dead,2021,"Crime, Action, Horror",Zack Snyder,"Zack Snyder, Shay Hatten, Joby Harold",4,Yes,4,4.5,4
World War Z,2013,"Action, Horror, Science Fiction, Thriller",,"Damon Lindelof, Drew Goddard, Matthew Michael Carnahan",4.5,Yes,4.5,4.5,4
Train to Busan,2016,"Horror, Thriller, Action, Adventure",Yeon Sang-ho,Park Joo-suk,4,Yes,4,4.5,4
Zombieland,2009,"Comedy, Horror",,"Paul Wernick, Rhett Reese",4.5,Yes,4.5,4.5,4
Zombieland: Double Tap,2019,"Horror, Comedy",Ruben Fleischer,"David Callaham, Rhett Reese, Paul Wernick",4,Yes,4,4.5,4
Dishoom,2016,"Comedy, Action",,"Rohit Dhawan, Tushar Hiranandani",3,Yes,3,3.5,3
Mom,2017,"Drama, Romance",Lee Dong-Joon,Unknown,3,No,3,3.5,3
Bachchhan Paandey,2022,"Comedy, Action, Crime",,"Sajid Nadiadwala, Farhad Samji",0.5,No,0.5,0.5,0
Khuda Haafiz,2020,"Action, Thriller",Faruk Kabir,"Faruk Kabir, Zaheer Abass Qureshi",3,Yes,3,3.5,3
Shivaay,2016,"Adventure, Action, Drama, Thriller",,"Sandeep Srivastava, Ajay Devgn",4,Yes,4,4.5,4
Bodyguard,2011,Comedy,William Clemens,"Edmund L. Hartmann, Art Arthur, Vera Caspary",1.5,No,1.5,1.5,1
Force 2,2016,"Action, Adventure, Crime",,"Jasmeet K Reen, Parveez Shaikh",3.5,Yes,3.5,3.5,3
Force,2011,"Animation, Family, Action, Adventure, Fantasy",Thomas Astruc,"Thomas Astruc, Jun Violet, SÈbastien Thibaudeau",3.5,Yes,3.5,3.5,3
Bard of Blood,2019,"Comedy, Horror",,"Harry Rushton, Holly Lear, Eric Richardson",4,Yes,4,4.5,4
Bell Bottom,2021,"Action, Thriller",Ranjit Tiwari,"Aseem Arora, Parveez Shaikh",2,No,2,2.5,2
Commando 3,2019,"Action, Thriller",,Unknown,3,No,3,3.5,3
Commando 2 - The Black Money Trail,2017,"Action, Thriller",Deven Bhojani,"Vipul Amrutlal Shah, Ritesh Shah",4,Yes,4,4.5,4
Commando - A One Man Army,2013,Action,,Ritesh Shah,4,Yes,4,4.5,4
Tiger Zinda Hai,2017,"Action, Adventure, Thriller",Ali Abbas Zafar,"Abdul Rafay Chandio Baloch, Aditya Chopra, Neelesh Misra, Ali Abbas Zafar",3,No,3,3.5,3
Tiger 3,2023,"Action, Adventure, Thriller",,"Aditya Chopra, Shridhar Raghavan",0.5,No,0.5,0.5,0
Ek Tha Tiger,2012,"Action, Thriller, Romance",Kabir Khan,"Aditya Chopra, Kabir Khan, Neelesh Misra",3.5,Yes,3.5,3.5,3
Agent Vinod,2012,"Action, Adventure, Thriller, Romance",,"Sriram Raghavan, Arijit Biswas",4,Yes,4,4.5,4
Phantom,2015,Thriller,Todd Robinson,Todd Robinson,4,Yes,4,4.5,4
Paatal Lok,2020,Not Found,,Not Found,3.5,No,3.5,3.5,3
Jai Bhim,2021,"Crime, Drama, Mystery, History",T. J. Gnanavel,T. J. Gnanavel,3.5,Yes,3.5,3.5,3
Batla House,2019,"Action, Drama, Thriller",,Ritesh Shah,4,Yes,4,4.5,4
Chakravyuh,2012,Thriller,Prakash Jha,"Prakash Jha, Anjum Rajabali, Sagar Pandya",4,Yes,4,4.5,4
Madras Cafe,2013,"Thriller, Drama, Action",,"Shubendu Bhattacharya, Somnath Dey",3.5,Yes,3.5,3.5,3
Anek,2022,"Action, Thriller",Anubhav Sinha,"Anubhav Sinha, Sima Agarwal, Yash Keswani",1,No,1,1.5,1
Newton,2017,"Comedy, Drama",,"Amit Masurkar, Mayank Tewari",4.5,Yes,4.5,4.5,4
Rang De Basanti,2006,"Comedy, Drama, History, Romance",Rakeysh Omprakash Mehra,"Rakeysh Omprakash Mehra, Kamlesh Pandey, Renzil D'Silva",4,Yes,4,4.5,4
Laal Singh Chaddha,2022,"Drama, Romance, Comedy",,Atul Kulkarni,2,No,2,2.5,2
Raid,2018,"Crime, Drama, Thriller",Raj Kumar Gupta,"Ritesh Shah, Aseem Arora, Prashant Pandey, Raj Kumar Gupta",4,Yes,4,4.5,4
Drishyam 2,2021,"Thriller, Drama, Mystery",,"Aamil Keyan Khan, Abhishek Pathak, Jeethu Joseph",4,Yes,4,4.5,4
Dhamaka,2021,"Action, Comedy",Trinadha Rao Nakkina,"Sai Krishna, Prasanna Kumar Bejawada",4,Yes,4,4.5,4
Mardaani,2014,"Action, Crime, Thriller",,"Aayush Gupta, Deepak Kingrani, Baljeet Singh Marwah",3.5,Yes,3.5,3.5,3
Mardaani 2,2019,"Action, Crime, Thriller",Gopi Puthran,Gopi Puthran,4,Yes,4,4.5,4
Atithi Tum Kab Jaoge?,2010,Comedy,,"Robin Bhatt, Tushar Hiranandani",4.5,No,4.5,4.5,4
Thor: The Dark World,2013,"Action, Adventure, Fantasy",Alan Taylor,"Don Payne, Christopher Markus, Stephen McFeely, Walt Simonson, Christopher L. Yost, Robert Rodat",1.5,No,1.5,1.5,1
Rushmore,1998,"Comedy, Drama",,"Wes Anderson, Owen Wilson",3,No,3,3.5,3
The Swan,2023,"Drama, Thriller",Wes Anderson,Wes Anderson,3.5,No,3.5,3.5,3
The Rat Catcher,2023,Comedy,,Wes Anderson,3.5,Yes,3.5,3.5,3
M*A*S*H,1970,"Comedy, Drama, War",Robert Altman,"Ring Lardner, Jr.",5,No,5,5,5
Band Baaja Baaraat,2010,"Comedy, Drama, Romance",,"Habib Faisal, Maneesh Sharma",3.5,No,3.5,3.5,3
Chintu Ka Birthday,2020,Drama,Satyanshu Singh,"Devanshu Singh, Satyanshu Singh",2.5,No,2.5,2.5,2
Rocket Singh: Salesman of the Year,2009,"Drama, Comedy, Romance",,Jaideep Sahni,4.5,Yes,4.5,4.5,4
Do Dooni Chaar,2010,"Drama, Comedy",Habib Faisal,"Habib Faisal, Rahil Qazi",3,Yes,3,3.5,3
Manorama Six Feet Under,2007,"Thriller, Crime, Mystery, Drama",,"Devika Bhagat, Navdeep Singh",5,Yes,5,5,5
Pagglait,2021,"Drama, Comedy",Umesh Bist,Umesh Bist,4,Yes,4,4.5,4
Vicky Donor,2012,"Comedy, Romance",,Juhi Chaturvedi,4,Yes,4,4.5,4
Secret Superstar,2017,"Drama, Music",Advait Chandan,Advait Chandan,4,No,4,4.5,4
Kaamyaab,2018,"Comedy, Drama",,Hardik Mehta,4,Yes,4,4.5,4
Hichki,2018,"Drama, Comedy",Siddharth P. Malhotra,"Anckur Chaudhry, Siddharth P. Malhotra, Ambar Hadap",2.5,No,2.5,2.5,2
Rockstar,2011,"Drama, Music, Romance",,Imtiaz Ali,3,No,3,3.5,3
Dil Bechara,2020,"Drama, Romance",Mukesh Chhabra,"Suprotim Sengupta, Shashank Khaitan",2,No,2,2.5,2
Bhaag Milkha Bhaag,2013,"History, Drama",,Prasoon Joshi,3,No,3,3.5,3
Mujhse Shaadi Karogi,2004,"Romance, Comedy",David Dhawan,Anees Bazmee,3.5,Yes,3.5,3.5,3
Bulbbul,2020,"Horror, Fantasy, Thriller",,Anvita Dutt,1,No,1,1.5,1
Luka Chuppi,2019,"Comedy, Romance",Laxman Utekar,Rohan Shankar,3,Yes,3,3.5,3
Bareilly Ki Barfi,2017,"Comedy, Romance",,"Ashwiny Iyer Tiwari, Nitesh Tiwari, Rajat Nonia, Shreyas Jain",3.5,Yes,3.5,3.5,3
Super 30,2019,Drama,Vikas Bahl,"Vikas Bahl, Farhad Samji",3.5,Yes,3.5,3.5,3
Badhaai Do,2022,"Comedy, Drama",,"Akshat Ghildial, Suman Adhikary, Harshavardhan Kulkarni",0.5,No,0.5,0.5,0
Shubh Mangal Zyada Saavdhan,2020,"Comedy, Romance",Hitesh Kewalya,Hitesh Kewalya,3.5,Yes,3.5,3.5,3
Shubh Mangal Saavdhan,2017,"Romance, Comedy",,"Hitesh Kewalya, R. S. Prasanna",4,Yes,4,4.5,4
Jayeshbhai Jordaar,2022,"Comedy, Drama",Divyang Thakkar,Divyang Thakkar,2,No,2,2.5,2
Veere Di Wedding,2018,"Drama, Comedy",,"Nidhi Mehra, Mehul Suri",0.5,No,0.5,0.5,0
Badrinath Ki Dulhania,2017,"Drama, Comedy, Romance",Shashank Khaitan,Shashank Khaitan,2.5,No,2.5,2.5,2
Good Newwz,2019,"Romance, Comedy, Family, Drama",,"Jyoti Kapoor, Raj Mehta, Rishabh Sharma",1,No,1,1.5,1
2 States,2014,"Comedy, Romance, Drama",Abhishek Varman,Abhishek Varman,4,Yes,4,4.5,4
Doctor G,2022,"Comedy, Drama",,"Saurabh Bharat, Vishal Wagh, Anubhuti Kashyap, Sumit Saxena",1.5,No,1.5,1.5,1
Manjhi: The Mountain Man,2015,Drama,Ketan Mehta,"Ketan Mehta, Jakhar Mahendar, Anjum Rajabali",4,Yes,4,4.5,4
Bajrangi Bhaijaan,2015,"Comedy, Drama, Adventure",,"Kabir Khan, Vijayendra Prasad, Parveez Sheikh, Asad Hussain",4,Yes,4,4.5,4
Nayak: The Real Hero,2001,"Drama, Thriller, Action",Shankar,Shankar,4,Yes,4,4.5,4
Tanu Weds Manu,2011,"Comedy, Romance, Drama",,Himanshu Sharma,4,Yes,4,4.5,4
Once Upon a Time in Mumbaai,2010,"Drama, Thriller, Crime",Milan Luthria,Rajat Arora,4.5,Yes,4.5,4.5,4
Tanu Weds Manu: Returns,2015,"Comedy, Romance",,Himanshu Sharma,3.5,Yes,3.5,3.5,3
Bheja Fry,2007,Comedy,Sagar Ballary,Sagar Ballary,3.5,No,3.5,3.5,3
Mughal-e-Azam,1960,"Drama, Romance",,K. Asif,5,Yes,5,5,5
Purana Mandir,1984,Horror,Shyam Ramsay,"Kumar Ramsay, J.K. Ahuja",3.5,Yes,3.5,3.5,3
Ferrari Ki Sawaari,2012,"Family, Comedy",,"Rajesh Mapuskar, Vidhu Vinod Chopra",3.5,Yes,3.5,3.5,3
OMG: Oh My God!,2012,"Comedy, Drama",Umesh Shukla,Umesh Shukla,5,Yes,5,5,5
Chameli,2003,"Drama, Romance",,"Shivkumar Subramaniam, Sudhir Mishra",3.5,Yes,3.5,3.5,3
Serious Men,2020,"Drama, Comedy",Sudhir Mishra,"Abhijeet Khuman, Bhavesh Mandalia, Nikhil Nair, Niren Bhatt",4,Yes,4,4.5,4
Shuddh Desi Romance,2013,"Drama, Romance",,Jaideep Sahni,2.5,Yes,2.5,2.5,2
Ab Tak Chhappan,2004,"Crime, Drama",Shimit Amin,Sandeep Srivastava,4.5,Yes,4.5,4.5,4
Hawaa Hawaai,2014,"Drama, Family",,Amole Gupte,2,No,2,2.5,2
Badlapur,2015,"Crime, Thriller, Action, Drama",Sriram Raghavan,Shridhar Raghavan,4.5,Yes,4.5,4.5,4
Socha Na Tha,2005,"Drama, Comedy, Romance",,Imtiaz Ali,3.5,No,3.5,3.5,3
Nil Battey Sannata,2016,"Drama, Family",Ashwiny Iyer Tiwari,"Neeraj Singh, Nitesh Tiwari, Pranjal Choudhary, Ashwiny Iyer Tiwari",3.5,Yes,3.5,3.5,3
Raman Raghav 2.0,2016,"Thriller, Crime",,"Anurag Kashyap, Vasan Bala",4,Yes,4,4.5,4
Darlings,2022,Comedy,Jasmeet K Reen,"Parveez Shaikh, Jasmeet K Reen",4,Yes,4,4.5,4
The Body,2019,"Drama, Mystery, Romance, Thriller",,Jonas McCord,2,No,2,2.5,2
Sui Dhaaga - Made in India,2018,"Comedy, Drama, Family",Sharat Katariya,Sharat Katariya,3.5,Yes,3.5,3.5,3
1920 London,2016,Horror,,"Tanya Pathak, Vikram Bhatt, Sukhmani Sadana",0.5,No,0.5,0.5,0
Baaghi,2016,"Action, Thriller, Romance, Adventure",Sabbir Khan,Sanjeev Dutta,3,Yes,3,3.5,3
Khoobsurat,2014,"Comedy, Romance, Family",,Sanjay Chhel,3.5,Yes,3.5,3.5,3
Darr @ the Mall,2014,"Horror, Thriller",Pavan Kirpalani,Unknown,2.5,No,2.5,2.5,2
Gabbar Is Back,2015,"Drama, Action",,"A. R. Murugadoss, Rajat Arora",4,Yes,4,4.5,4
Dhoom 3,2013,"Action, Crime",Vijay Krishna Acharya,Vijay Krishna Acharya,1,No,1,1.5,1
Talaash,2012,"Crime, Drama, Thriller",,"Zoya Akhtar, Reema Kagti",1,No,1,1.5,1
ABCD,2013,Drama,Krutin Patel,"Krutin Patel, James McManus",4,Yes,4,4.5,4
1920: Evil Returns,2012,"Thriller, Horror, Romance",,"Vikram Bhatt, Renzil D'Silva",4.5,Yes,4.5,4.5,4
I Hate Luv Storys,2010,"Comedy, Drama, Romance",Punit Malhotra,Punit Malhotra,3.5,Yes,3.5,3.5,3
Dil Bole Hadippa!,2009,"Romance, Comedy, Drama",,Aparajita Ghosh Das,3.5,Yes,3.5,3.5,3
